City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
298,san luis de la loma,17.2706,-100.8939,85.19,70,98,6.06,MX,1698515746
299,vorkuta,67.5,64.0,6.01,99,97,3.67,RU,1698515746
300,salekhard,66.53,66.6019,10.58,90,73,2.37,RU,1698515746
301,polyarnyy,69.1989,33.4478,23.77,88,100,3.69,RU,1698515543
302,udachny,66.4167,112.4,10.45,84,71,8.28,RU,1698515746
303,trevelin,-43.0858,-71.4639,36.88,85,100,11.59,AR,1698515746
304,jincheng,35.5022,112.8328,60.93,44,0,1.21,CN,1698515746
305,princeville,45.7668,-61.2985,73.62,71,75,12.66,CA,1698515747
306,kerouane,9.2667,-9.0167,77.34,76,80,3.22,GN,1698515747
307,ribadesella,43.4614,-5.0596,65.95,64,99,8.75,ES,1698515747
308,zhumysker,49.3333,49.4,61.07,76,100,20.69,KZ,1698515747
309,arraial do cabo,-22.9661,-42.0278,80.56,83,75,19.57,BR,1698515747
310,kill devil hills,36.0307,-75.676,78.82,60,0,6.91,US,1698515634
311,carutapera,-1.195,-46.02,88.7,59,16,13.22,BR,1698515747
312,saynshand,44.8824,110.1163,46.54,34,46,8.16,MN,1698515747
313,nagqu,31.5,92.0,22.91,57,63,3.04,CN,1698515747
314,businga,3.3333,20.8833,75.04,88,95,1.57,CD,1698515748
315,mahibadhoo,3.7833,72.9667,82.36,77,80,8.66,MV,1698515748
316,berdigestyakh,62.0989,126.6992,27.19,98,100,2.1,RU,1698515748
317,fort st. john,56.2499,-120.8529,21.09,79,40,4.61,CA,1698515524
318,ghansor,22.65,79.95,64.13,53,3,2.3,IN,1698515748
319,naracoorte,-36.9579,140.7383,37.69,91,80,2.39,AU,1698515748
320,kingston,17.997,-76.7936,87.24,67,40,9.22,JM,1698515576
321,bagli,22.65,76.35,68.14,42,65,2.86,IN,1698515749
322,punto fijo,11.6956,-70.1996,83.7,70,87,7.96,VE,1698515749
323,cockburn town,21.4612,-71.1419,82.58,74,15,15.48,TC,1698515749
324,el calafate,-50.3408,-72.2768,43.52,63,68,9.86,AR,1698515749
325,vylkove,45.4021,29.586,62.17,45,4,6.64,UA,1698515749
326,moree,-29.4667,149.85,54.72,61,0,7.58,AU,1698515749
327,padre paraiso,-17.0742,-41.4844,83.48,51,83,2.66,BR,1698515749
328,nuku'alofa,-21.1333,-175.2,71.94,83,75,13.8,TO,1698515692
329,hammerfest,70.6634,23.6821,32.45,80,100,4.61,NO,1698515749
330,dossor,47.5272,52.9811,59.4,85,100,11.21,KZ,1698515750
331,yeniseysk,58.4497,92.1703,26.94,70,99,14.0,RU,1698515750
332,nikolayevsk-on-amure,53.1406,140.73,28.15,83,63,4.83,RU,1698515750
333,zeya,53.75,127.2667,29.48,72,47,4.81,RU,1698515750
334,nemuro,43.3236,145.575,53.69,73,58,3.87,JP,1698515750
335,newnham,-41.3833,147.1333,43.32,93,21,8.05,AU,1698515654
336,kiama,-34.6833,150.8667,53.38,82,15,9.15,AU,1698515750
337,petauke,-14.2426,31.3253,78.37,43,79,3.53,ZM,1698515750
338,midelt,32.6852,-4.7451,62.71,47,65,10.54,MA,1698515750
339,rurrenabaque,-14.4413,-67.5278,94.96,42,96,11.05,BO,1698515751
340,sikasso,10.9167,-7.0,86.92,42,75,5.75,ML,1698515751
341,walvis bay,-22.9575,14.5053,65.35,63,5,8.05,NA,1698515751
342,avarua,-21.2078,-159.775,73.45,64,40,8.05,CK,1698515751
343,mandan,46.8267,-100.8896,25.38,76,0,18.41,US,1698515751
344,arfoud,31.4348,-4.2375,76.51,20,84,3.69,MA,1698515751
345,guerrero negro,27.9769,-114.0611,70.45,59,0,16.26,MX,1698515751
346,el fasher,13.6279,25.3494,88.09,16,86,11.45,SD,1698515751
347,mocimboa,-11.3167,40.35,78.1,84,7,9.19,MZ,1698515752
348,waddan,29.1614,16.139,79.16,20,69,6.51,LY,1698515752
349,saint-philippe,-21.3585,55.7679,76.59,84,43,6.8,RE,1698515752
350,santa marta de ortigueira,43.6833,-7.85,58.24,46,100,3.0,ES,1698515752
351,rio grande,-32.035,-52.0986,80.71,88,92,5.35,BR,1698515471
352,mariental,-24.6333,17.9667,75.81,14,0,13.78,NA,1698515752
353,dudinka,69.4058,86.1778,4.62,92,90,12.86,RU,1698515752
354,turabah,21.2141,41.6331,74.28,50,100,3.29,SA,1698515752
355,mayqayyng,51.4625,75.7986,33.28,47,100,14.58,KZ,1698515752
356,khirkiyan,22.1667,76.85,69.57,42,30,3.36,IN,1698515753
357,lesozavodsk,45.4794,133.4244,33.26,48,15,3.44,RU,1698515753
358,aykhal,66.0,111.5,1.09,99,89,9.33,RU,1698515753
359,sao joao da barra,-21.6403,-41.0511,82.49,87,100,14.76,BR,1698515542
360,kodinsk,58.6881,99.1844,26.44,63,100,10.74,RU,1698515753
361,alice springs,-23.7,133.8833,53.15,14,56,4.61,AU,1698515753
362,ocean shores,46.9737,-124.1563,46.02,74,0,5.01,US,1698515753
363,yakymivka,46.6897,35.1536,59.99,51,0,9.24,UA,1698515753
364,rasht,37.2808,49.5832,69.93,52,30,2.44,IR,1698515603
365,mertola,37.6592,-7.6643,65.55,72,26,10.58,PT,1698515754
366,hampton bays,40.869,-72.5176,78.94,74,0,5.75,US,1698515754
367,kavaratti,10.5669,72.642,83.71,69,76,1.34,IN,1698515754
368,kulhudhuffushi,6.6221,73.07,82.67,76,98,5.66,MV,1698515754
369,puerto deseado,-47.7503,-65.8938,59.85,41,79,31.61,AR,1698515754
370,siloam springs,36.1881,-94.5405,52.25,99,100,4.61,US,1698515617
371,yumaguzino,52.9041,56.3933,35.15,87,100,9.66,RU,1698515754
372,oranjemund,-28.55,16.4333,59.36,76,0,27.63,NA,1698515755
373,fale old settlement,-9.3852,-171.2468,83.16,74,24,10.58,TK,1698515755
374,vallenar,-28.5708,-70.7581,82.38,16,0,14.52,CL,1698515755
375,kutum,14.2,24.6667,81.86,19,39,8.61,SD,1698515755
376,gamba,-2.65,10.0,79.05,85,26,6.2,GA,1698515755
377,marica,-22.9194,-42.8186,85.95,72,100,13.33,BR,1698515755
378,vilyuchinsk,52.9306,158.4028,38.93,74,100,3.94,RU,1698515755
379,kasongo-lunda,-6.4667,16.8167,73.69,93,98,1.41,CD,1698515755
380,remire-montjoly,4.9167,-52.2667,93.24,59,20,14.97,GF,1698515755
381,ormara,25.2088,64.6357,80.98,73,2,9.33,PK,1698515756
382,santo antonio do sudoeste,-26.0736,-53.7253,68.88,98,100,6.82,BR,1698515756
383,brookings,44.3114,-96.7984,27.12,81,100,8.05,US,1698515756
384,brisas de zicatela,15.8369,-97.0419,86.31,66,98,6.89,MX,1698515756
385,nyurba,63.2842,118.3319,14.85,94,100,4.83,RU,1698515756
386,magistral'nyy,56.1725,107.4458,22.37,67,26,5.39,RU,1698515756
387,greenwood,34.1668,-82.1165,81.81,53,0,8.05,US,1698515756
388,bovril,-31.3431,-59.4451,85.91,49,0,8.14,AR,1698515756
389,kristiansund,63.1115,7.732,34.45,64,0,5.75,NO,1698515757
390,butterworth,5.3991,100.3638,81.05,97,20,5.01,MY,1698515757
391,rodolfo sanchez taboada,31.7167,-116.5667,66.09,72,20,1.99,MX,1698515757
392,leskovac,42.9981,21.9461,62.19,53,54,4.63,RS,1698515757
393,kapuskasing,49.4169,-82.4331,28.49,80,100,12.66,CA,1698515757
394,isola di capo rizzuto,38.96,17.0933,70.54,60,0,8.05,IT,1698515757
395,preobrazheniye,42.9019,133.9064,39.63,49,0,5.35,RU,1698515757
396,egilsstadir,65.2653,-14.3948,35.51,87,75,8.05,IS,1698515757
397,palmer,42.1584,-72.3287,80.65,53,20,9.22,US,1698515526
398,joshimath,30.5667,79.5667,55.04,56,37,4.36,IN,1698515758
399,adi keyh,14.8444,39.3772,60.24,74,94,5.28,ER,1698515758
400,keflavik,64.0049,-22.5624,40.91,75,0,4.61,IS,1698515758
401,wuchuan,21.4571,110.7659,76.14,87,99,9.04,CN,1698515758
402,cartagena del chaira,1.3349,-74.8429,94.12,44,98,4.29,CO,1698515758
403,weno,7.4515,151.8468,82.35,89,100,4.61,FM,1698515758
404,aden,12.7794,45.0367,83.28,76,57,17.67,YE,1698515758
405,montepuez,-13.1256,38.9997,78.69,62,77,11.18,MZ,1698515759
406,krasnoyarsk,56.0097,92.7917,26.65,70,71,9.66,RU,1698515759
407,lubang,13.8584,120.124,83.16,75,18,18.66,PH,1698515759
408,borogontsy,62.6683,131.1683,18.34,89,82,10.31,RU,1698515759
409,undurkhaan,47.3194,110.6556,39.76,61,38,15.39,MN,1698515759
410,greymouth,-42.4667,171.2,40.95,92,31,5.64,NZ,1698515759
411,lufilufi,-13.8745,-171.5986,74.98,86,94,19.3,WS,1698515759
412,terenozek,45.05,64.9833,56.95,53,82,4.56,KZ,1698515759
413,grand falls-windsor,48.9332,-55.6649,56.5,96,100,12.12,CA,1698515759
414,xuddur,4.1213,43.8894,77.0,77,90,14.12,SO,1698515759
415,chistyye bory,58.3647,41.6278,28.65,91,98,8.59,RU,1698515760
416,umm kaddadah,13.6017,26.6876,89.46,14,96,8.59,SD,1698515760
417,san fernando de monte cristi,19.8667,-71.65,83.07,70,25,9.28,DO,1698515760
418,n'zeto,-7.2312,12.8666,78.57,85,48,10.67,AO,1698515760
419,diourbel,14.6628,-16.3925,102.18,42,0,4.61,SN,1698515761
420,motygino,58.1831,94.7592,24.78,84,100,15.01,RU,1698515761
421,hasaki,35.7333,140.8333,52.2,62,12,15.08,JP,1698515761
422,cupar,56.3188,-3.012,51.8,86,40,13.8,GB,1698515761
423,ratnagiri,16.9833,73.3,78.37,63,1,5.55,IN,1698515761
424,salym,60.0625,71.4789,14.4,95,20,2.26,RU,1698515761
425,hlusk,52.903,28.6845,40.82,92,100,8.86,BY,1698515761
426,guatire,10.4762,-66.5427,81.59,85,98,2.44,VE,1698515762
427,talakan,50.3167,130.3667,31.1,64,8,3.6,RU,1698515762
428,tanout,14.9709,8.8879,88.43,11,64,6.13,NE,1698515762
429,nartkala,43.5575,43.8508,69.6,45,97,6.71,RU,1698515762
430,kardla,58.9978,22.7492,33.06,75,99,7.63,EE,1698515763
431,callao,-12.0667,-77.15,75.49,57,40,13.8,PE,1698515763
432,bethanie,-26.4833,17.15,68.99,12,1,15.21,NA,1698515763
433,baie-saint-paul,47.4411,-70.4986,64.38,65,85,11.16,CA,1698515763
434,mont-laurier,46.5501,-75.4993,46.02,63,99,11.83,CA,1698515763
435,harnosand,62.6323,17.9379,30.2,70,54,4.43,SE,1698515763
436,los andes,-32.8337,-70.5983,64.0,41,100,7.05,CL,1698515763
437,airuk,7.2772,168.8203,83.43,75,98,13.98,MH,1698515763
438,huangshan,29.7114,118.3125,62.58,89,45,1.59,CN,1698515764
439,tierp,60.3427,17.5181,33.62,81,97,3.44,SE,1698515764
440,daru,-9.0763,143.2092,77.31,91,99,15.68,PG,1698515764
441,kijang,35.2442,129.2139,51.53,73,21,7.96,KR,1698515764
442,springbok,-29.6643,17.8865,61.95,19,0,16.64,ZA,1698515764
443,dzialoszyn,51.117,18.8652,50.76,84,96,9.51,PL,1698515764
444,yuzhno-kurilsk,44.0306,145.8556,52.38,87,87,6.49,RU,1698515764
445,planeta rica,8.4147,-75.5883,77.22,89,100,4.12,CO,1698515765
446,mount gambier,-37.8333,140.7667,40.03,96,96,4.16,AU,1698515765
447,xilin hot,43.9667,116.0333,47.55,53,28,7.94,CN,1698515765
448,bokakhat,26.6333,93.6,68.52,93,0,0.74,IN,1698515765
449,qaisumah,28.3112,46.1273,76.96,29,0,4.61,SA,1698515765
450,strugi-krasnyye,58.2675,29.1114,30.47,81,100,4.59,RU,1698515765
451,vernon,50.2581,-119.2691,34.29,56,2,4.61,CA,1698515765
452,sodankyla,67.4167,26.6,15.78,98,97,2.28,FI,1698515765
453,mandalgovi,45.7625,106.2708,35.65,54,15,19.01,MN,1698515766
454,nanga eboko,4.6833,12.3667,76.68,70,49,2.44,CM,1698515766
455,mongo,12.1844,18.693,90.01,28,4,5.66,TD,1698515766
456,aras-asan,8.8908,126.3033,78.55,87,58,4.72,PH,1698515766
457,ryotsu-minato,38.0833,138.4333,56.03,70,42,10.49,JP,1698515766
458,safotu,-13.4513,-172.4018,81.16,87,89,17.09,WS,1698515766
459,knyaze-volkonskoye,48.4642,135.4567,35.01,44,17,3.0,RU,1698515766
460,kununurra,-15.7667,128.7333,62.58,67,68,2.3,AU,1698515610
461,kalmunai,7.4167,81.8167,79.68,80,97,1.41,LK,1698515767
462,usogorsk,63.4106,48.6872,25.66,83,100,9.69,RU,1698515767
463,ilave,-16.0833,-69.6667,65.14,22,61,6.8,PE,1698515767
464,ico,-6.4011,-38.8622,102.56,15,2,10.16,BR,1698515767
465,juan griego,11.0817,-63.9655,88.57,60,90,6.42,VE,1698515767
466,wanxian,30.8039,108.3897,62.33,85,27,0.81,CN,1698515767
467,grande prairie,55.1667,-118.8027,30.38,64,75,10.36,CA,1698515700
468,lepsy,46.235,78.9456,49.1,70,100,5.35,KZ,1698515767
469,buchanan,5.8808,-10.0467,79.84,84,86,6.71,LR,1698515767
470,ixtapa,20.7,-105.2,87.22,66,46,5.01,MX,1698515768
471,freeport,40.6576,-73.5832,83.3,58,0,12.66,US,1698515768
472,usehat,27.8167,79.25,73.42,42,92,2.66,IN,1698515768
473,fortuna,40.5982,-124.1573,51.98,92,0,5.75,US,1698515768
474,lerwick,60.1545,-1.1494,46.4,66,74,22.48,GB,1698515768
475,saint-denis,48.9167,2.3333,57.36,91,75,19.57,FR,1698515768
476,ostersund,63.1792,14.6357,28.62,74,100,8.05,SE,1698515549
477,miles city,46.4083,-105.8406,11.37,92,0,5.75,US,1698515768
478,harnai,30.1005,67.9374,70.77,35,24,2.3,PK,1698515768
479,lys'va,58.1086,57.8053,26.4,79,100,12.8,RU,1698515769
480,malango,-2.9627,119.9001,63.27,67,54,3.15,ID,1698515769
481,port macquarie,-31.4333,152.9167,49.89,83,71,4.23,AU,1698515769
482,souillac,-20.5167,57.5167,73.78,94,20,0.0,MU,1698515769
483,dhuri,30.3667,75.8667,73.11,33,86,4.76,IN,1698515769
484,gulf shores,30.246,-87.7008,83.34,65,40,10.36,US,1698515769
485,campina grande do sul,-25.3056,-49.0553,72.09,91,100,5.53,BR,1698515729
486,boa vista,2.8197,-60.6733,94.98,43,40,6.91,BR,1698515726
487,nadi,-17.8,177.4167,73.4,88,20,0.0,FJ,1698515770
488,baardheere,2.3446,42.2764,81.57,71,84,5.55,SO,1698515770
489,vyaz'ma,55.2104,34.2951,31.08,96,100,10.31,RU,1698515770
490,marksville,31.128,-92.0662,86.05,43,5,8.63,US,1698515770
491,louisville,38.2542,-85.7594,64.89,87,100,5.75,US,1698515426
492,tazacorte,28.629,-17.9293,74.37,87,75,4.0,ES,1698515770
493,island harbour,50.724,-1.2758,58.93,91,97,13.0,GB,1698515770
494,canchungo,12.0672,-16.0333,89.73,71,38,8.77,GW,1698515770
495,berbera,10.4396,45.0143,84.49,73,88,11.21,SO,1698515771
496,batabano,22.7164,-82.2881,86.72,49,30,13.56,CU,1698515771
497,lecheng,25.1238,113.3254,66.58,92,39,3.69,CN,1698515771
498,muynoq,43.7683,59.0214,62.15,52,85,1.86,UZ,1698515771
499,quepos,9.4236,-84.1652,83.88,73,97,6.17,CR,1698515771
500,selkirk,50.1436,-96.8845,27.09,76,51,8.01,CA,1698515484
501,rongelap,11.1635,166.8941,82.74,77,71,13.27,MH,1698515771
502,okha,53.5739,142.9478,33.44,97,97,9.17,RU,1698515771
503,trincomalee,8.5711,81.2335,81.93,77,100,6.06,LK,1698515487
504,ugoofaaru,5.6667,73.0,82.49,76,78,6.58,MV,1698515771
505,omdurman,15.6445,32.4777,92.62,29,81,10.38,SD,1698515772
506,val-d'or,48.1002,-77.7828,33.89,86,75,10.36,CA,1698515725
507,granby,45.4001,-72.7324,63.72,63,92,10.36,CA,1698515772
508,zahedan,29.4963,60.8629,62.51,51,0,0.0,IR,1698515642
509,fukayacho,36.2,139.2833,60.33,58,64,8.59,JP,1698515772
510,koh kong,11.6175,102.9806,79.02,87,93,4.32,KH,1698515772
511,faizpur,21.1667,75.85,73.45,40,23,4.27,IN,1698515772
512,columbia falls,48.3725,-114.1815,22.91,73,0,3.44,US,1698515772
513,broken hill,-31.95,141.4333,65.07,18,38,8.61,AU,1698515773
514,anadarko,35.0726,-98.2437,48.2,77,100,9.17,US,1698515773
515,san felipe,10.3399,-68.7425,85.93,69,88,1.79,VE,1698515773
516,quzhou,28.9594,118.8686,64.47,84,63,2.57,CN,1698515773
517,qusmuryn,52.4503,64.6311,33.73,98,100,10.83,KZ,1698515773
518,verdal,63.7933,11.4817,26.64,63,0,3.18,NO,1698515773
519,brasilia,-15.7797,-47.9297,83.32,48,75,2.3,BR,1698515545
520,general pico,-35.6566,-63.7568,87.85,24,67,18.88,AR,1698515774
521,shar,49.5886,81.0453,32.22,43,100,7.94,KZ,1698515774
522,jaffa,32.0504,34.7522,80.76,75,0,5.75,IL,1698515774
523,kuala terengganu,5.3302,103.1408,78.75,94,20,3.44,MY,1698515774
524,hirara,24.8,125.2833,71.46,78,20,6.91,JP,1698515774
525,howrah,22.5892,88.3103,77.0,78,20,0.0,IN,1698515774
526,talitsa,56.8804,60.0213,23.54,94,100,10.42,RU,1698515774
527,antonio enes,-16.2325,39.9086,78.84,83,0,12.66,MZ,1698515775
528,trairi,-3.2778,-39.2689,85.91,53,3,17.67,BR,1698515554
529,dolinsk,47.35,142.8,30.72,79,1,3.6,RU,1698515775
530,gummi,12.1436,5.1081,85.98,24,8,1.32,NG,1698515775
531,motueka,-41.1333,173.0167,44.1,80,14,5.1,NZ,1698515775
532,sarupathar,26.1984,93.8094,68.02,93,0,0.81,IN,1698515775
533,port augusta,-32.5,137.7667,56.8,80,84,6.6,AU,1698515775
534,ancud,-41.8697,-73.8203,47.7,75,86,27.38,CL,1698515775
535,chinde,26.8418,88.0763,57.72,77,55,4.0,NP,1698515776
536,conception bay south,47.4999,-52.9981,58.32,97,100,8.05,CA,1698515776
537,batesville,35.7698,-91.641,57.94,97,100,3.44,US,1698515776
538,atchison,39.563,-95.1216,40.82,37,13,10.74,US,1698515776
539,sydney mines,46.2367,-60.2177,71.6,75,75,13.8,CA,1698515776
540,tarko-sale,64.9225,77.785,15.64,93,96,11.25,RU,1698515776
541,foso,5.7012,-1.2866,76.66,90,44,4.36,GH,1698515776
542,melo,-32.3667,-54.1833,76.82,74,61,7.45,UY,1698515776
543,youssoufia,32.2463,-8.5294,69.46,56,97,10.65,MA,1698515776
544,chauk,20.8833,94.8167,77.85,75,34,2.91,MM,1698515777
545,fuling,29.7022,107.3919,60.73,88,67,1.63,CN,1698515562
546,alofi,-19.0595,-169.9187,73.29,73,68,8.05,NU,1698515777
547,chipata,-13.6333,32.65,79.59,36,42,8.14,ZM,1698515777
548,port hedland,-20.3167,118.5667,78.85,89,70,8.05,AU,1698515777
549,severoural'sk,60.1533,59.952,23.99,68,38,2.68,RU,1698515777
550,east end,34.5507,-92.341,72.68,94,100,7.07,US,1698515778
551,babolsar,36.7025,52.6576,66.52,60,12,6.11,IR,1698515778
552,makarov,48.6333,142.8,35.65,70,5,4.45,RU,1698515778
553,mhamid,29.82,-5.72,81.12,18,70,8.57,MA,1698515778
554,hollola,61.05,25.4333,30.06,73,99,4.5,FI,1698515778
555,nurota,40.5614,65.6886,69.94,34,100,4.88,UZ,1698515778
556,pandan,14.0453,124.1694,80.19,83,14,11.3,PH,1698515778
557,kidal,18.4411,1.4078,89.67,9,15,9.19,ML,1698515778
558,midvagur,62.0511,-7.1939,45.43,70,75,10.36,FO,1698515779
559,nabire,-3.3667,135.4833,75.94,91,100,2.26,ID,1698515779
560,canico,32.6333,-16.85,73.0,80,20,11.5,PT,1698515779
561,glendive,47.1053,-104.7125,20.17,79,0,12.66,US,1698515779
562,malinyi,-8.9333,36.1333,83.79,50,33,7.81,TZ,1698515779
563,kisii,-0.6817,34.7667,59.9,88,91,3.4,KE,1698515779
564,sparta,43.9441,-90.8129,37.0,71,100,0.0,US,1698515780
565,izberbash,42.5696,47.8645,60.85,65,93,8.41,RU,1698515534
566,forster,-32.1667,152.5167,47.28,100,76,4.94,AU,1698515780
567,dhalie,13.6957,44.7314,66.88,80,64,6.58,YE,1698515780
568,buala,-8.145,159.5921,79.18,83,87,4.97,SB,1698515780
569,cooma,-36.2333,149.1333,40.24,64,0,3.8,AU,1698515780
570,pyapon,16.2833,95.6833,76.53,91,55,3.62,MM,1698515781
571,ulsteinvik,62.3432,5.8487,40.75,73,0,7.0,NO,1698515781
572,fig tree,-33.0317,148.7511,47.35,83,2,4.27,AU,1698515781
573,kananga,-5.8958,22.4178,72.81,84,73,0.31,CD,1698515781
574,esperanza,19.5847,-70.9849,86.58,75,25,3.0,DO,1698515781
575,kuanda,56.3161,116.0806,25.92,82,100,9.69,RU,1698515781
576,villa ojo de agua,-29.5,-63.6938,86.04,40,0,11.83,AR,1698515781
577,bhisho,-32.8472,27.4422,50.63,93,100,13.04,ZA,1698515782
578,pisco,-13.7,-76.2167,71.65,73,40,11.5,PE,1698515782
579,vasil'yevo,55.836,48.6582,32.67,97,100,12.8,RU,1698515782
580,mata-utu,-13.2816,-176.1745,80.89,82,61,14.54,WF,1698515782
581,lodja,-3.4833,23.4333,72.46,90,84,0.43,CD,1698515782
582,ust-tsilma,65.441,52.1498,15.62,92,95,7.0,RU,1698515782
583,beboto,8.2668,16.939,79.95,59,30,5.7,TD,1698515782
584,strelka,58.0728,93.0344,23.77,75,100,6.82,RU,1698515782
585,ji'an,27.1172,114.9793,65.19,84,47,3.13,CN,1698515782
586,kailua-kona,19.6406,-155.9956,81.59,76,20,7.0,US,1698515705
587,aguas belas,-9.1114,-37.1231,94.98,24,84,17.72,BR,1698515783
588,kamaishi,39.2667,141.8833,55.92,93,77,9.51,JP,1698515783
589,potosi,-19.5836,-65.7531,62.37,9,49,20.62,BO,1698515783
590,okhotsk,59.3833,143.3,24.89,83,99,12.86,RU,1698515783
591,sedona,34.8697,-111.761,68.59,47,40,9.22,US,1698515326
592,teluk nibung,3.001,99.8164,76.48,91,99,2.93,ID,1698515783
593,sao vicente,-23.9631,-46.3919,89.78,62,100,9.22,BR,1698515783
594,caleta de carquin,-11.0925,-77.6267,71.44,75,100,12.53,PE,1698515784
595,broome,42.2506,-75.833,61.65,85,100,12.66,US,1698515784
596,boende,-0.2167,20.8667,75.02,81,92,1.23,CD,1698515784
